ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,bandgap
TiO2,mTiO2,MAPbI3,two-step,spin-dip,no,DMF,no,0,2017,5.5,0,1,0,0,1,0,1,0,0,15.779,-5.844,-0.432,1.658,-1.875,-4.505,-27.593,18.039,-13.988,4.883,8.996,-9.978,-4.986,12.544,-10.091,-27.14,-27.944,29.934,-10.893,-20.559,5.696,25.147,-7.833,-4.602,5.536,0.084,16.429,-21.774,15.487,-11.471,22.21,-26.971,7.445,20.769,13.357,-27.095,23.582,12,-6.729,-29.988,29.797,18.511,-2.54,5.637,8.753,-24.848,24.207,-6.699,-2.556,22.317,2.729,-18.516,-20.317,10.424,-16.786,18.052,-8.954,-12.471,26.207,-20.115,-11.006,29.24,25.467,10.632,15.621,5.043,-10.438,12.978,28.879,-8.256,-29.919,-0.967,-28.826,6.21,19.961,-4.071,12.967,26.834,7.873,-12.554,9.922,21.863,15.802,-26.173,-20.782,-7.994,22.475,-29.295,11.897,-19.05,-14.965,-18.986,5.388,18.941,13.368,23.414,-16.247,1.139,9.435,-0.847,3.12,19.868,-9.263,21.596,28.664,-5.582,-27.617,-16.822,-6.953,29.509,17.313,0.239,28.509,14.156,-28.545,21.445,-6.507,28.582,10.095,-2.012,3.936,23.547,-7.386,8.142,24.607,7.547,-6.334,-14.373,-14.73,13.223,-26.099,19.124,27.754,-14.691,-16.204,4.794,-27.588,22.604,-5.11,-26.71,0.531,24.706,24.089,13.01,29.448,-13.937,-17.858,-8.781,14.412,-10.475,4.225,-23.483,-3.706,17.257,27.585,13.786,6.608,-3.178,8.24,28.141,-16.736,20.739,-21.562,-4.7,-25.019,-21.636,-21.305,19.734,-3.881,-18.949,-16.929,-25.298,-0.144,6.444,-25.042,6.207,21.244,1.272,-16.623,11.082,17.723,-6.98,29.908,3.343,-8.387,24.284,-5.025,0.506,-29.937,18.715,0.219,4.191,6.26,9.082,4.066,-19.958,-3.53,-4.103,8.126,17.584,7.4
PCBM,0,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,2017,5.7,0,1,0,0,1,0,1,0,0,12.545,-3.753,25.9,0.761,19.966,21.138,-8.355,16.613,-10.87,0.747,0.483,-3.373,-14.8,13.041,-5.785,-19.366,-14.978,-1.886,-19.141,-8.262,14.385,-23.792,18.113,-7.223,-14.283,-26.079,-3.033,-18.599,-11.999,-5.087,22.244,-0.441,6.2,-11.664,-14.398,3.641,3.325,-17.482,-26.458,9.639,-16.432,-7.901,-13.441,12.729,17.163,17.651,-21.413,10.466,5.283,15.938,-2.591,-3.608,9.297,1.111,16.78,25.801,-22.834,-25.95,4.245,-0.325,-1.685,-28.385,-25.969,28.88,15.935,-25.458,27.643,4.956,-15.032,13.305,-25.668,11.542,12.848,-5.106,9.533,2.716,20.412,-2.578,-18.305,-22.847,-3.259,-22.271,20.645,6.272,-11.817,-25.38,-19.609,29.242,3.639,8.664,-16.091,-16.336,9.896,23.056,7.382,21.407,-7.519,-24.883,-23.959,9.164,-4.004,23.982,-15.757,21.405,5.16,-26.86,9.5,-10.291,-17.531,15.641,3.471,-5.68,-19.363,17.406,-6.534,21.764,-22.362,-14.027,14.9,-22.869,0.536,25.246,26.694,22.039,-7.022,-22.628,10.874,-10.95,-26.663,17.209,17.221,9.348,-25.263,-22.965,-18.082,-12.282,-15.981,10.138,-9.118,-6.501,24.957,-19.433,2.123,15.516,-4.149,-5.861,0.144,3.088,16.721,-18.119,-14.025,-2.059,-7.032,15.55,-15.043,-19.982,-22.741,-2.834,11.336,1.379,-29.445,-11.18,19.823,2.661,-26.451,20.45,-21.85,20.957,22.666,10.622,6.783,6.832,-21.835,-7.591,-24.884,-10.846,-10.205,-3.151,28.459,-24.58,-12.382,-7.016,22.752,-19.64,-6.25,1.887,-23.112,-22.138,-28.798,-24.008,17.135,-29.749,16.953,-7.44,0.995,-20.65,4.521,24.659,-13.871,9.491,7.4
TiO2,mTiO2,MAPbI3,two-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2017,6,0,1,0,0,1,0,1,0,0,-0.421,8.579,-26.662,15.834,7.126,18.632,18.623,-26.486,-28.195,-7.162,10.254,17.641,-16.891,24.829,28.584,18.476,-25.043,0.541,-6.529,-7.06,13.136,26.52,-2.036,25.744,-4.473,-29.622,-11.429,26.566,28.251,5.464,22.244,22.881,15.707,15.537,-19.842,28.062,11.884,-28.585,0.103,13.26,-23.085,-7.127,-27.456,-3.938,-17.566,18.897,-11.352,14.55,13.874,-5.814,13.323,-18.174,-22.492,-19.412,-26.422,24.259,15.168,-21.668,27.987,15.544,4.793,-22.436,-4.313,11.73,23.251,24.073,24.697,-1.655,0.535,-16.693,-19.992,11.102,-24.674,-27.908,-13.348,-8.973,-26.652,-19.725,19.816,6.151,26.779,29.455,1.332,6.19,-5.967,-24.472,3.865,-10.197,-13.689,15.37,3.697,-8.383,29.524,-25.16,-5.231,22.453,1.756,0.864,24.136,-4.46,-19.651,22.064,-3.51,8.631,20.922,-24.073,14.46,24.476,-4.023,23.504,-9.121,26.005,18.965,27.119,-22.072,-8.511,4.342,-22.548,-24.489,-6.866,-28.386,0.088,16.852,20.15,-16.232,8.392,-12.443,-11.049,-9.894,16.606,-29.967,14.71,-15.533,-0.564,21.228,-0.94,-8.137,24.928,-16.34,-19.598,21.255,5.213,-6.726,-17,-7.535,-14.644,-3.634,-20.758,-21.171,-25.921,25.77,-8.26,-4.134,16.931,4.819,18.666,8.621,22.995,11.498,-11.543,15.652,-0.649,-2.99,-5.679,18.155,18.315,-23.701,-22.311,28.615,-22.863,-22.813,4.673,7.443,-4.847,6.873,9.655,-18.427,28.101,-15.198,7.952,-15.668,-15.276,-16.154,-22.036,10.512,-26.483,-11.254,15.656,-10.798,-1.68,-27.286,-22.957,2.112,-24.285,-21.877,-20.56,13.543,-1.235,26.953,-17.72,7.4
TiO2,0,MAPbI3,one-step,spin,no,DMF+DMSO,spiro-OMeTAD,Li+TBP,2017,6.1,0,1,0,0,1,0,1,0,0,-4.336,26.399,26.085,23.231,-12.68,4.972,8.815,-5.972,19.161,-1.835,26.123,-3.674,-3.101,13.925,-15.264,-27.7,20.743,17.718,11.919,27.16,18.705,-2.582,17.035,3.851,11.049,19.102,23.303,-15.694,7.961,-10.89,22.25,-11.389,-24.445,-15.629,-22.928,7.364,-16.451,16.219,1.294,-25.063,-24.206,-17.371,8.647,15.968,-25.155,21.307,-9.002,1.587,-28.146,8.487,-26.295,19.007,21.721,-0.171,23.031,27.243,-2.631,4.222,-29.574,-20.149,8.624,-3.463,-25.764,19.187,-8.515,-10.052,26.485,23.477,-6.805,-21.9,-21.936,0.371,-19.509,-13.595,21.034,6.932,18.935,-11.213,-16.838,-1.702,19.198,-18.24,3.824,-17.056,-25.963,-17.969,-18.911,-18.077,-0.691,13.388,-6.598,-26.61,-9.332,21.311,-0.749,22.731,15.051,19.333,-19.563,-9.025,13.226,13.819,-6.627,-5.292,20.686,-27.701,-29.375,16.646,-16.517,0.085,15.396,-19.48,-0.678,22.963,22.324,-5.797,11.424,20.369,-1.79,3.149,-4.216,-6.376,1.367,-22.006,21.088,-29.449,-5.757,-28.877,-26.226,-17.704,-14.215,-16.123,2.89,-14.306,7.755,-27.526,-25.673,25.831,-3.056,29.804,8.957,21.748,11.406,-0.771,7.165,-18.792,-18.422,-1.772,-4.972,9.978,12.254,18.496,-10.938,-5.417,11.292,-11.616,-7.585,-8.653,-10.064,12.202,-20.27,-7.734,-4.64,20.889,6.817,-16.848,1.074,-12.71,-10.159,9.733,15.739,25.083,5.818,-5.85,-21.402,28.531,-21.775,-10.036,-11.888,24.352,19.702,8.033,-14.764,-14.531,12.336,-17.709,3.665,19.667,-25.391,-20.608,-4.336,-19.352,5.144,-10.665,24.687,-23.931,26.592,-7.795,9.162,27.653,7.4
PCBM,0,(FAPbI3)0.83(MAPbBr3)0.17,one-step,spin,no,DMF,PEDOT:PSS,0,2017,6.1,0,0.17,0.83,0,1,0,0.83,0.17,0,-23.935,-24.467,-25.717,4.422,-2.229,-25.288,19.915,-27.093,17.806,28.187,29.413,-9.692,-22.625,1.021,19.104,6.398,-24.045,20.82,27.781,-2.276,25.451,12.032,24.064,6.661,-29.443,-16.134,3.46,-3.286,3.616,-4.143,22.309,-3.244,-27.986,20.704,-19.848,-25.043,-9.336,17.557,6.46,15.674,12.736,-14.996,26.733,5.638,-0.705,0.749,3.198,0.463,15.46,28.366,-2.519,15.075,-7.135,26.424,-10.774,-24.176,-25.084,21.494,-7.606,-27.141,6.92,-11.834,16.276,-11.501,-9.912,-14.838,6.23,-1.175,-10.453,-21.939,-19.302,3.566,-18.068,-22.188,-22.146,-12.712,-3.842,-23.761,26.272,-11.773,8.918,6.478,-7.681,13.995,28.983,15.813,7.781,-3.144,-11.122,-12.16,23.899,4.756,8.411,-28.822,-1.41,26.153,16.947,19.913,1.89,19.289,13.038,-25.902,22.734,-0.013,-4.418,10.362,-22.494,-12.231,24.877,-25.321,5.278,-6.352,-1.375,-6.109,-24.422,14.438,-25.287,-13.628,24.974,17.5,22.349,3.046,4.819,-11.771,3.557,13.839,-9.691,7.894,-22.113,-22.551,-15.347,-16.16,-28.987,-17.385,23.224,-9.349,-14.473,-1.169,-6.834,-24.194,10.604,-2.011,13.746,5.881,-16.718,-0.256,9.16,-26.076,-25.022,-4.639,-8.617,-13.707,-6.897,-5.602,-9.212,9.895,14.986,1.909,-12.583,27.773,-22.439,11.416,15.157,4.359,-4.966,2.658,5.386,4.761,-9.91,22.496,-6.584,-26.761,25.615,-7.954,23.856,-18.374,-19.452,-13.08,27.776,-17.784,16.528,-26.306,-20.403,-3.644,23.999,8.952,10.285,2.09,-18.844,5.507,-23.935,-5.854,-23.859,27.383,-5.763,8.541,5.272,27.362,26.889,-21.263,13.5
TiO2,mTiO2,MAPbI3,two-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2017,6.3,0,1,0,0,1,0,1,0,0,17.488,21.734,-18.634,-1.082,2.208,13.035,9.44,-23.334,2.066,22.729,-24.499,26.552,16.472,24.57,-16.364,-6.623,-28.587,-13.724,-15.341,29.787,-5.599,-28.623,-11.595,18.993,-19.659,-29.917,-28.386,-15.24,27.638,-22.444,22.373,23.24,-1.024,-29.528,-16.546,-8.156,-17.465,-13.231,-24.591,12.617,28.696,21.684,4.592,-17.575,28.333,-7.131,-25.997,26.191,-10.55,-0.499,-24.022,-22.169,-29.446,21.445,-7.582,-18.522,-20.948,-15.284,28.317,23.728,3.594,-24.379,1.223,14.655,15.017,5.709,-15.063,7.897,2.766,-14.853,9.083,-7.703,-9.934,-27.42,9.003,-15.402,5.778,-13.106,21.376,9.978,-1.489,-17.022,2.266,-16.569,-15.104,-12.599,9.597,-5.947,-26.168,11.128,29.981,20.942,19.509,20.569,-11.191,-5.93,-17.124,-17.595,27.331,-5.289,10.247,22.584,-5.254,26.199,5.091,7.361,17.802,-23.278,-23.976,-9.354,16.31,0.719,-12.784,28.304,22.358,21.843,-9.495,-21.95,-19.919,-21.119,18.663,-0.241,-29.854,-6.237,-21.229,23.346,-21.71,-11.051,-12.732,5.071,10.069,-28.031,-24.095,-19.466,23.205,-18.84,16.421,-15.25,-20.212,-13.263,13.231,-8.734,9.128,28.905,5.506,27.93,-29.499,5.895,9.886,-7.435,-11.369,-15.456,6.759,10.979,7.599,-7.439,17.784,11.65,23.458,21.373,-28.405,27.182,9.845,9.72,-21.449,-25.868,-25.179,-21.949,2.537,17.545,-7.611,-29.808,-24.298,6.094,-25.246,-18.407,-28.932,-26.074,24.284,7.004,-9.963,-21.28,19.327,20.059,-26.714,16.314,0.565,21.734,-4.735,-27.429,23.727,-3.755,4.245,-14.187,-16.241,-15.954,-21.874,-2.76,-14.229,-21.149,7.4
PCBM,0,MAPbI3,one-step,spin,no,DMF,TS¨CCuPc,0,2017,6.3,0,1,0,0,1,0,1,0,0,20.498,-0.432,24.748,-19.285,25.651,-24.463,-9.122,28.803,6.016,14.247,23.102,-10.185,-28.523,-11.945,24.804,-28.58,20.701,16.264,10.836,14.724,-22.641,-28.511,-12.968,-10.44,20.591,29.721,8.578,20.053,25.708,10.048,22.677,-1.082,29.495,-29.938,-25.805,16.993,24.038,13.64,0.776,27.88,-2.285,14.762,-14.288,10.581,10.062,22.029,-16.709,16.963,-0.586,-0.872,29.915,24.395,-27.039,-14.183,12.647,-6.718,-16.403,9.037,-5.624,-20.227,11.946,-2.338,-1.41,12.798,0.726,29.794,10.194,11.286,-19.827,-25.845,-28.832,16.429,5.426,-0.384,8.616,-9.808,7.212,-22.083,13.298,4.351,-17.775,-1.076,-22.78,-1.504,-18.454,4.368,-19.7,6.871,-9.123,-5.615,24.091,0.557,13.41,14.419,4.13,25.243,12.507,0.941,-26.212,-7.767,12.153,-24.589,-22.67,12.695,-14.769,-16.007,29.965,-10.677,-10.846,22.58,0.019,7.438,-20.58,-21.951,23.191,-25.327,-20.142,-24.649,22.352,19.258,-13.173,-5.832,3.105,24.702,0.601,27.309,-28.244,-22.246,-6.471,-19.127,-10.714,-24.492,-8.74,4.111,8.208,-17.168,0.252,29.386,17.214,28.443,16.792,-4.822,-11.198,-20.625,-23.468,-17.541,9.27,-13.112,-2.745,12.553,20.827,-6.756,17,-11.994,18.497,11.488,4.612,-9.02,-25.23,1.833,12.394,-12.297,-14.572,23.207,-13.816,6.91,-26.021,21.418,13.497,-22.124,-0.487,-18.147,16.186,-13.736,2.356,-5.617,-26.903,13,-4.177,-18.026,21.718,-8.677,-20.612,20.291,18.022,11.09,-21.844,-21.717,1.385,-2.87,-4.085,-13.601,-3.374,24.104,11.938,-27.15,-7.126,-8.441,-18.996,-27.246,7.4
ZnO,0,MAPbI3,one-step,spin,no,DMF+HP,spiro-OMeTAD,Li+TBP,2017,6.5,0,1,0,0,1,0,1,0,0,-14.63,-11.64,5.593,-24.32,-8.565,25.238,-17.664,0.925,-20.352,-2.113,-17.915,27.165,-27.351,2.947,0.67,-25.881,28.037,4.336,-15.944,7.094,-17.064,-4.651,-1.072,2.097,-26.663,10.805,21.44,18.94,-15.772,12.155,22.684,7.9,-18.063,-28.281,-7.102,-20.125,-18.119,-2.578,26.784,-4.918,-27.931,17.259,11.119,-25.652,1.928,-18.512,24.714,-15.827,-4.168,-13.944,-8.899,16.118,-28.108,23.158,-28.888,-0.438,-26.628,12.113,-18.151,-11.505,5.087,21.74,-20.197,3.074,26.546,-8.472,17.593,-7.442,26.303,-4.254,-27.828,3.582,-4.596,-29.895,22.89,11.247,20.991,19.421,23.393,-20.317,18.887,-22.58,-29.192,16.283,-17.279,-20.737,-15.368,14.928,15.309,10.752,-22.689,15.715,-13.21,2.307,3.715,-23.785,23.615,-27.31,5.743,-27.696,22.181,-9.917,4.591,-11.709,-8.508,-29.624,-20.91,19.905,-24.76,13.622,-8.283,6.031,15.022,-29.861,27.878,22.159,-16.437,25.795,18.2,-16.369,14.149,5.808,-13.661,-5.722,-2.184,2.399,25.353,16.986,29.889,-16.423,25.745,-22.65,26.258,-18.281,11.751,-26.763,-9.731,-18.083,28.176,-1.394,-7.452,-10.369,-22.383,-23.401,15.872,-28.824,-21.612,-19.166,27.852,10.052,-28.192,-21.63,-20.99,-0.793,-8.753,22.547,-22.618,-20.605,0.852,-2.177,-27.961,18.536,16.854,-15.174,18.778,10.793,-27.225,-26.081,-2.436,-5.703,20.178,25.575,-7.603,23.463,4.835,-18.109,26.834,26.251,1.194,-19.455,-2.768,-10.407,-28.602,13.203,23.098,-20.252,7.227,23.489,19.058,-10.021,-15.99,25.611,19.045,6.791,-12.507,28.564,4.767,-22.07,-9.114,-0.767,7.4
0,mAl2O3,MAPbI3,one-step,spin,no,DMF+H3P,SWNT-PMMA,0,2017,6.5,0,1,0,0,1,0,1,0,0,-4.978,-13.146,29.67,-12.363,22.861,-9.045,24.937,-9.662,12.48,13.474,3.192,-26.76,26.975,10.628,1.545,-25.627,12.005,27.41,8.872,-9.747,7.882,16.96,6.29,-25.223,17.737,9.593,28.751,-14.506,-25.795,-1.771,22.684,25.889,-9.326,-26.16,8.942,8.319,-18.879,7.894,-26.165,-18.198,1.951,-29.618,14.904,-25.977,24.319,16.231,-3.857,-24.576,-24.157,3.138,4.508,4.271,-0.016,-22.052,20.843,-13.026,21.981,-0.613,-22.101,10.908,-23.672,-6.066,-17.157,22.201,-27.722,29.114,3.444,11.448,-1.092,-0.913,26.203,-6.178,-0.074,-17.456,14.972,-19.876,29.529,1.051,17.905,14.39,-15.896,-25.63,18.043,2.344,26.875,25.836,3.762,29.777,3.555,-22.664,-9.493,-14.959,22.953,-23.151,-28.922,21.481,-20.45,-22.286,-0.558,25.227,-0.146,-5.482,-28.459,6.672,-4.994,-26.9,-14.913,23.124,-21.509,4.367,6.996,8.8,19.364,16.38,-12.751,21.899,-12.279,23.47,-17.64,19.623,-15.551,8.312,18.652,9.13,5.695,-14.472,-1.368,6.129,4.15,-23.195,15.203,21.227,-7.152,-1.382,8.04,-0.84,-16.995,-15.897,-5.308,-17.387,-11.153,-23.772,-5.934,28.671,5.402,29.536,-6.265,29.102,5.788,-0.773,1.751,27.431,16.113,-10.895,-7.543,4.506,10.503,-26.109,-24.652,-20.252,15.09,-15.462,-10.316,7.771,-25.813,-21.137,23.644,14.159,-9.278,-20.862,15.172,5.54,-15.405,-7.914,-11.443,-8.954,2.274,-24.802,23.329,1.363,-15.572,13.529,0.408,-21.58,4.686,-25.812,-8.127,17.876,-13.885,-6.46,9.092,-23.08,7.547,12.932,-10.962,-1.579,-7.057,1.64,24.642,14.984,7.4
TiO2,0,MAPbI3,one-step,spin,no,DMF,P3DT,0,2017,6.6,0,1,0,0,1,0,1,0,0,-15.51,-8.901,-17.392,-19.13,5.465,-16.169,-29.32,-28.358,25.944,25.093,-18.92,1.65,11.641,17.72,12.019,-0.638,-8.839,-20.548,3.955,24.446,-15.204,6.622,-13.748,14.091,2.242,-20.101,-4.72,0.617,6.944,5.11,22.891,-8.671,14.235,1.409,-2.843,-29.045,7.805,10.663,27.177,-24.295,-20.259,-4.992,-0.3,28.15,-10.433,-15.918,-27.452,23.034,-5.336,-29.254,-23.397,-19.962,-5.319,-21.077,7.582,18.313,13.902,-11.551,-22.662,-2.381,-5.556,-22.547,4.56,29.929,-18.645,-8.019,4.191,0.803,26.66,-21.885,-24.913,-18.684,7.264,28.654,19.807,-13.109,27.719,6.349,-27.123,17.07,16.071,-14.14,-22.07,-21.227,-3.149,28.113,14.595,21.204,10.085,-18.829,-22.577,10.597,9.918,-14.898,-14.679,27.278,3.227,10.648,12.474,11.084,-24.136,16.342,-24.59,-13.968,2.201,16.277,6.123,-8.057,0.147,16.017,-3.455,7.337,26.231,12.156,14.538,20.235,8.948,26.292,-10.398,-25.348,-14.822,7.857,-5.112,-14.449,-21.576,-20.321,4.52,-20.106,29.548,2.449,-7.074,29.286,20.743,-14.136,11.433,-1.961,-28.432,14.66,-23.02,6.582,0.669,1.601,21.423,-25.762,-2.795,-18.767,12.123,-18.297,-14.301,29.736,-23.364,-13.388,-20.549,-1.601,-18.952,1.574,6.645,18.945,-13.388,-0.319,22.499,3.415,-26.243,-23.21,-17.499,-25.536,-6.874,11.781,7.372,20.075,12.213,-25.915,-8.532,-21.183,-16.446,-14.524,-29.089,17.103,26.29,-12.818,-20.38,22.381,-14.108,23.953,-27.304,-16.434,18.479,23.476,9.859,-13.123,13.383,0.25,-16.265,-17.93,27.634,-24.23,15.507,-11.556,15.643,-22.152,7.4
TiO2,mTiO2,FAPbBr3,two-step,spin-dip,no,DMF+DMSO,spiro-OMeTAD,Li+TBP+FK209,2017,6.8,0,0,1,0,1,0,0,1,0,-7.057,-27.523,-14.496,-4.841,-29.587,5.435,24.146,15.837,26.573,26.221,9.879,13.227,1.17,-14.926,-25.761,17.665,-3.65,-25.736,9.224,-25.756,5.739,16.913,-25.658,28.801,14.665,24.813,27.418,-2.14,-20.377,9.269,22.894,-3.027,27.055,-21.793,-5.627,-3.399,11.244,-4.581,-6.424,27.55,-29.98,-26.867,12.972,-8.942,2.328,29.289,25.911,28.994,-9.444,-8.226,-11.362,-0.994,-27.534,16.547,16.058,-7.047,4.268,1.765,9.304,-14.13,-2.982,17.873,-9.093,20.861,-0.603,-5.599,-6.913,-5.639,19.196,-3.107,25.329,-14.131,20.649,22.424,-14.115,0.314,-15.208,-2.953,4.25,21.884,26.174,-3.858,11.621,8.546,-7.098,-1.385,17.215,26.511,-2.953,-0.657,6.879,-9.975,10.456,-22.678,-18.854,-16.129,10.415,-18.884,-28.853,3.451,17.378,-16.362,28.924,-14.075,29.452,-14.652,-9.394,21.681,-20.319,-24.778,28.584,-26.974,-17.531,9.628,-9.508,-13.46,-4.604,-29.628,1.168,-18.443,-16.924,6.17,17.352,-18.121,12.447,12.003,18.071,13.085,-8.799,29.579,-4.734,13.888,-21.912,-15.794,21.374,-19.999,4.024,19.448,21.334,29.149,-4.691,19.056,-6.713,-15.734,25.546,-7.864,-11.509,25.978,8.66,-6.657,16.676,8.198,-23.877,-4.592,0.927,3.998,-6.083,6.036,-16.933,16.001,5.375,16.512,-11.882,7.248,21.47,-1.547,9.498,-19.705,1.758,10.384,10.835,-28.816,-14.338,-27.735,19.574,-13.482,12.868,14.096,16.979,5.855,13.714,28.667,19.795,22.979,-5.037,4.415,27.369,-10.321,11.798,-8.576,-7.339,23.008,14.225,26.63,-21.952,-9.975,26.705,-11.824,-1.754,29.781,6.1
TiO2,0,MAPbI3,one-step,spin,no,DMF,P3OT,0,2017,6.9,0,1,0,0,1,0,1,0,0,-1.406,-7.428,-28.86,-18.529,-7.537,-9.025,-23.912,-23.882,-27.323,-18.604,29.052,21.554,-6.515,-24.456,12.511,25.688,-16.742,4.005,-12.412,7.121,19.591,-13.051,-10.853,-27.66,-26.55,-21.968,19.013,-3.993,4.574,18.124,23.003,11.127,-7.157,-18.332,-10.496,-16.407,4.689,-1.532,-23.244,24.689,21.599,4.509,-7.406,10.349,14.413,6.759,-1.294,-26.456,7.2,24.929,4.937,4.205,6.166,-25.467,21.983,-24.668,-27.202,-27.807,-10.376,6.494,-19.819,-10.085,19.425,-20.822,2.351,9.806,3.084,21.959,-0.533,-12.051,11.13,21.353,14.19,-18.345,4.969,-5.075,-21.447,-16.831,23.679,5.033,-9.619,-15.885,25.593,-9.767,24.175,22.489,-14.938,-23.698,9.983,-19.626,19.721,-7.739,-20.553,25.117,23.11,-5.489,-8.553,18.153,-19.223,10.896,-0.566,4.727,23.143,11.53,-19.378,4.21,-19.167,11.116,12.291,-5.393,-22.769,-28.838,-10.603,-12.855,-11.404,16.766,-1.077,27.81,1.369,-5.687,26.352,-19.701,29.682,-13.738,7.496,-19.83,1.288,-13.302,9.72,-7.553,29.896,-29.556,-22.621,-14.207,-2.217,-21.454,5.038,-6.184,20,-27.516,-2.198,-22.376,0.988,28.172,27.774,-17.963,-22.51,-13.528,-17.228,13.682,29.283,-29.898,-19.513,24.828,-19.768,6.749,18.214,-24.454,-18.254,2.42,16.263,-14.451,9.93,15.179,26.272,29.675,-22.819,-2.375,-15.368,9.999,-11.533,-1.968,-8.691,-11.467,9.513,-9.954,2.76,-29.721,5.344,-17.236,-24.353,3.853,26.687,19.489,15.187,18.292,-14.769,20.611,-0.214,-13.799,2.872,7.839,-24.71,19.464,14.251,5.857,-2.701,6.577,24.419,2.047,7.4
