ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,T95,test_type
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14,0,1,0,0,1,0,1,0,0,-15.354,-12.822,14.37,-24.943,-0.124,17.966,-22.162,-12.815,-17.574,27.905,15.464,-5.233,16.428,-28.185,10.243,16.29,18.221,2.588,-0.046,-20.656,-4.978,-13.146,20.019,-23.134,20.714,-12.901,8.16,8.448,-0.295,-3.96,-41.462,16.557,-4.758,-14.51,-26.769,4.328,8.867,-10.165,19.444,-6.911,-16.7,4.524,16.745,7.331,8.54,-12.039,24.55,-4.934,-27.606,-24.147,-14.966,-15.4,12.852,19.769,10.852,-8.884,4.625,-11.85,-1.588,9.983,-21.074,0.382,26.199,-22.336,-3.782,-17.854,-5.509,-11.489,-1.481,-10.115,17.372,5.67,11.553,-22.085,25.871,1.899,-15.492,-13.333,17.41,17.993,-10.032,2.721,-17.336,-14.985,14.922,5.764,-16.891,23.663,21.617,9.406,-1.777,26.888,1.387,1.732,22.826,23.782,8.201,20.266,12.265,-5.752,-21.037,22.247,-9.091,22.849,2.572,-28.872,21.967,-23.942,-4.482,22.228,14.68,11.979,15.396,-12.489,-12.349,19.417,19.838,-14.683,23.478,15.789,5.728,-20.383,-13.791,13.778,-3.177,-0.393,23.507,-3.505,-26.044,25.523,5.079,-6.701,-27.781,7.478,19.429,-7.143,-23.486,-5.82,-0.812,-0.173,27.278,26.822,-7.339,-9.263,25.913,0.616,28.176,-3.818,28.962,23.518,-27.462,9.692,20.421,-23.749,-27.796,-10.581,28.397,21.395,-8.882,29.569,27.328,12.795,-20.259,-1.83,8.196,17.068,-14.023,-7.495,-20.491,-2.09,-10.096,29.814,11.383,24.048,13.618,-20.424,21.879,-12.528,-79.231,24.414,-15.789,8.575,18.539,-28.309,22.362,-12.663,-17.908,-17.601,9.26,-21.784,6.03,-17.748,6.635,-9.508,24.463,-4.767,-19.321,-28.99,-13.414,-25.157,906,D-1
TiO2,0,MAPbI3,two-step,spin-dip,no,DMF,spiro-OMeTAD,0,2015,14,0,1,0,0,1,0,1,0,0,25.133,-23.957,9.993,-2.705,-29.482,-2.767,-3.767,-13.469,19.159,-20.397,-5.943,-28.567,-16.75,28.742,3.83,-19.471,-14.676,29.496,16.865,-19.182,-28.627,-25.099,-23.376,-0.603,-5.177,23.693,25.009,18.67,6.012,-25.398,-28.674,20.109,7.464,-28.227,1.111,2.857,15.711,-4.033,16.541,-4.019,-5.539,14.122,-27.352,-9.749,6.593,2.517,-28.755,-0.559,-1.05,0.428,26.517,26.593,27.506,-15.671,-23.544,-23.571,8.614,-18.533,-13.353,-3.674,18.551,-16.107,-9.884,-24.701,17.813,2.208,6.63,16.706,-1.551,3.423,28.942,-8.206,-19.369,22.583,1.815,25.193,15.782,-17.354,13.444,13.819,29.472,7.424,-18.625,-9.547,-20.758,-18.111,-29.136,7.093,4.728,-4.199,4.911,6.732,-25.414,9.947,12.778,5.745,-23.503,3.511,-14.83,4.729,-9.254,6.548,-11.939,3.385,-4.748,17.495,9.949,-5.837,18.488,27.289,-25.093,-16.532,26.045,-25.749,16.095,15.737,-0.633,15.201,-9.46,-17.749,2.114,18.134,-4.93,-1.621,-2.006,2.408,-0.937,-26.24,12.659,24.924,26.465,5.938,-16.219,-11.441,-11.404,-22.362,-10.118,4.104,-5.34,12.836,-5.36,-7.341,-10.623,-2.256,-13.684,11.512,21.745,-10.682,20.865,22.096,-18.905,-5.096,10.806,3.627,20.583,4.847,21.524,-4.008,12.773,2.513,6.68,-0.404,-6.561,26.498,-0.687,-18.663,-27.998,-22.344,18.67,18.715,28.305,-6.399,-3.591,14.76,-8.871,-10.524,1.291,-13.788,-81.909,10.71,2.616,9.643,26.679,0.845,-11.393,-19.95,6.655,-7.599,9.92,9.848,0.778,-25.47,-1.214,-17.769,-24.38,28.202,-15.606,-20.5,-20.577,-10.444,70,D-2
TiO2,0,MAPbI3,two-step,spin-dip,no,DMF,spiro-OMeTAD,0,2015,14,0,1,0,0,1,0,1,0,0,25.133,-23.957,9.993,-2.705,-29.482,-2.767,-3.767,-13.469,19.159,-20.397,-5.943,-28.567,-16.75,28.742,3.83,-19.471,-14.676,29.496,16.865,-19.182,-28.627,-25.099,-23.376,-0.603,-5.177,23.693,25.009,18.67,6.012,-25.398,-28.674,20.109,7.464,-28.227,1.111,2.857,15.711,-4.033,16.541,-4.019,-5.539,14.122,-27.352,-9.749,6.593,2.517,-28.755,-0.559,-1.05,0.428,26.517,26.593,27.506,-15.671,-23.544,-23.571,8.614,-18.533,-13.353,-3.674,18.551,-16.107,-9.884,-24.701,17.813,2.208,6.63,16.706,-1.551,3.423,28.942,-8.206,-19.369,22.583,1.815,25.193,15.782,-17.354,13.444,13.819,29.472,7.424,-18.625,-9.547,-20.758,-18.111,-29.136,7.093,4.728,-4.199,4.911,6.732,-25.414,9.947,12.778,5.745,-23.503,3.511,-14.83,4.729,-9.254,6.548,-11.939,3.385,-4.748,17.495,9.949,-5.837,18.488,27.289,-25.093,-16.532,26.045,-25.749,16.095,15.737,-0.633,15.201,-9.46,-17.749,2.114,18.134,-4.93,-1.621,-2.006,2.408,-0.937,-26.24,12.659,24.924,26.465,5.938,-16.219,-11.441,-11.404,-22.362,-10.118,4.104,-5.34,12.836,-5.36,-7.341,-10.623,-2.256,-13.684,11.512,21.745,-10.682,20.865,22.096,-18.905,-5.096,10.806,3.627,20.583,4.847,21.524,-4.008,12.773,2.513,6.68,-0.404,-6.561,26.498,-0.687,-18.663,-27.998,-22.344,18.67,18.715,28.305,-6.399,-3.591,14.76,-8.871,-10.524,1.291,-13.788,-81.909,10.71,2.616,9.643,26.679,0.845,-11.393,-19.95,6.655,-7.599,9.92,9.848,0.778,-25.47,-1.214,-17.769,-24.38,28.202,-15.606,-20.5,-20.577,-10.444,0.03,D-1
TiO2,0,MAPbI3,two-step,spin-dip,no,DMF,spiro-OMeTAD,0,2015,14,0,1,0,0,1,0,1,0,0,25.133,-23.957,9.993,-2.705,-29.482,-2.767,-3.767,-13.469,19.159,-20.397,-5.943,-28.567,-16.75,28.742,3.83,-19.471,-14.676,29.496,16.865,-19.182,-28.627,-25.099,-23.376,-0.603,-5.177,23.693,25.009,18.67,6.012,-25.398,-28.674,20.109,7.464,-28.227,1.111,2.857,15.711,-4.033,16.541,-4.019,-5.539,14.122,-27.352,-9.749,6.593,2.517,-28.755,-0.559,-1.05,0.428,26.517,26.593,27.506,-15.671,-23.544,-23.571,8.614,-18.533,-13.353,-3.674,18.551,-16.107,-9.884,-24.701,17.813,2.208,6.63,16.706,-1.551,3.423,28.942,-8.206,-19.369,22.583,1.815,25.193,15.782,-17.354,13.444,13.819,29.472,7.424,-18.625,-9.547,-20.758,-18.111,-29.136,7.093,4.728,-4.199,4.911,6.732,-25.414,9.947,12.778,5.745,-23.503,3.511,-14.83,4.729,-9.254,6.548,-11.939,3.385,-4.748,17.495,9.949,-5.837,18.488,27.289,-25.093,-16.532,26.045,-25.749,16.095,15.737,-0.633,15.201,-9.46,-17.749,2.114,18.134,-4.93,-1.621,-2.006,2.408,-0.937,-26.24,12.659,24.924,26.465,5.938,-16.219,-11.441,-11.404,-22.362,-10.118,4.104,-5.34,12.836,-5.36,-7.341,-10.623,-2.256,-13.684,11.512,21.745,-10.682,20.865,22.096,-18.905,-5.096,10.806,3.627,20.583,4.847,21.524,-4.008,12.773,2.513,6.68,-0.404,-6.561,26.498,-0.687,-18.663,-27.998,-22.344,18.67,18.715,28.305,-6.399,-3.591,14.76,-8.871,-10.524,1.291,-13.788,-81.909,10.71,2.616,9.643,26.679,0.845,-11.393,-19.95,6.655,-7.599,9.92,9.848,0.778,-25.47,-1.214,-17.769,-24.38,28.202,-15.606,-20.5,-20.577,-10.444,216.6,D-1
PCBM,PDINO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,2015,14,0,1,0,0,1,0,1,0,0,13.455,-25.492,26.084,-5.543,-9.63,29.059,-3.199,16.552,2.726,22.537,14.16,-19.138,5.92,11.732,13.896,21.035,-8.408,-8.674,-14.393,25.679,-19.187,-16.69,-28.657,25.466,-27.187,-8.455,-20.214,24.46,-21.324,-23.496,-21.596,27.655,21.797,17.132,-8.915,-27.014,5.641,-10.871,-10.291,-14.266,-19.478,24.387,27.421,29.063,17.467,17.188,28.378,-17.018,15.671,7.796,-9.078,-25.614,8.113,-26.93,2.801,26.196,16.075,16.993,-6.105,21.052,6.763,-17.47,-5.246,0.625,-10.34,2.666,-19.736,-13.932,-5.72,-7.2,13.18,19.139,21.78,-17.295,28.007,25.587,-20.376,-9.202,22.026,-5.187,10.475,-27.839,-1.909,9.497,5.406,-0.106,27.728,-16.101,-22.792,17.32,-3.079,23.536,5.008,-0.261,-24.178,6.775,-3.269,2.352,-28.801,-25.868,-5.001,1.908,23.585,-1.919,-10.998,-1.722,18.698,-11.981,3.808,14.01,-11.118,6.002,9.3,23.548,14.879,23.663,-11.053,0.517,27.806,15.376,19.313,27.858,0.294,-25.804,-27.426,3.309,18.325,27.215,-9.191,0.01,-23.291,8.097,-29.13,19.221,-19.316,6.28,2.064,11.302,4.347,-19.245,19.676,27.71,6.713,-8.816,-23.855,6.994,-9.358,9.462,-20.535,20.747,21.566,-26.862,8.213,2.02,-21.342,-5.879,-25.029,27.816,-7.409,-25.86,-9.528,28.124,28.851,-1.878,11.218,0.345,-26.694,5.879,-3.396,-26.369,29.457,-22.595,6.381,17.099,-5.83,-15.135,-23.766,-5.257,-78.647,-11.459,22.833,25.241,-3.502,20.366,-11.084,-14.171,3.851,29.728,-0.803,-17.989,9.479,-19.197,-25.22,12.646,-27.663,-1.693,-9.541,22.71,19.31,3.957,9216,D-1
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14.1,0,1,0,0,1,0,1,0,0,25.87,-2.925,15.928,11.798,-24.468,-23.794,-2.34,-5.866,22.623,16.878,22.259,-27.617,-3.469,-1.425,-2.032,-6.546,13.124,-12.881,27.593,-12.032,15.715,5.908,-28.877,24.515,-4.023,-18.26,22.386,-12.839,26.931,-6.585,-15.919,20.301,28.391,0.012,-29.008,-1.844,0.759,-6.694,6.382,-22.759,17.119,-10.264,-15.932,-23.445,-6.221,-9.786,-12.829,-6.562,14.619,-9.876,11.825,-10.981,-9.486,-15.573,-8.042,-10.84,-22.49,-6.666,27.496,-29.036,15.662,10.264,-24.813,26.184,-23.343,-20.892,-15.607,-15.022,-24.188,22.032,-1.264,24.862,-25.746,-5.61,24.182,2.44,9.73,-10.939,-29.516,-23.771,13.352,29.687,26.651,-0.187,-29.469,-23.962,29.746,-16.498,3.018,14.095,-5.581,16.823,22.536,6.727,0.93,-29.664,23.21,24.042,2.245,9.844,-19.526,5.835,-8.391,-12.142,-5.254,3.435,-4.184,-29.718,24.607,13.675,12.876,19.818,0.535,-11.753,-16.642,-3.053,26.562,-13.974,25.816,17.285,-23.788,7.085,-0.937,-9.799,-27.733,7.685,-9.156,1.294,19.971,-27.969,7.18,-3.36,-29.151,12.749,29.173,-18.162,6.526,11.41,-22.278,-2.652,17.665,-3.532,-10.167,21.869,15.433,-16.962,-17.435,-23.988,-23.596,7.748,28.15,11.986,-21.477,5.556,-17.572,12.32,-16.674,-8.192,13.661,10.229,-4.734,-23.262,-2.933,-4.754,4.377,4.818,-8.708,18.719,-6.841,-19.519,7.453,5.296,-19.021,29.594,-15.854,-8.506,-11.532,-12.748,-70.02,23.397,14.513,27.572,-29.949,-17.007,20.137,15.644,28.249,-1.935,19.79,8.051,25.46,-19.041,8.454,-9.175,-29.873,7.491,13.721,11.895,20.942,-22.484,1.47,D-2
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14.1,0,1,0,0,1,0,1,0,0,25.87,-2.925,15.928,11.798,-24.468,-23.794,-2.34,-5.866,22.623,16.878,22.259,-27.617,-3.469,-1.425,-2.032,-6.546,13.124,-12.881,27.593,-12.032,15.715,5.908,-28.877,24.515,-4.023,-18.26,22.386,-12.839,26.931,-6.585,-15.919,20.301,28.391,0.012,-29.008,-1.844,0.759,-6.694,6.382,-22.759,17.119,-10.264,-15.932,-23.445,-6.221,-9.786,-12.829,-6.562,14.619,-9.876,11.825,-10.981,-9.486,-15.573,-8.042,-10.84,-22.49,-6.666,27.496,-29.036,15.662,10.264,-24.813,26.184,-23.343,-20.892,-15.607,-15.022,-24.188,22.032,-1.264,24.862,-25.746,-5.61,24.182,2.44,9.73,-10.939,-29.516,-23.771,13.352,29.687,26.651,-0.187,-29.469,-23.962,29.746,-16.498,3.018,14.095,-5.581,16.823,22.536,6.727,0.93,-29.664,23.21,24.042,2.245,9.844,-19.526,5.835,-8.391,-12.142,-5.254,3.435,-4.184,-29.718,24.607,13.675,12.876,19.818,0.535,-11.753,-16.642,-3.053,26.562,-13.974,25.816,17.285,-23.788,7.085,-0.937,-9.799,-27.733,7.685,-9.156,1.294,19.971,-27.969,7.18,-3.36,-29.151,12.749,29.173,-18.162,6.526,11.41,-22.278,-2.652,17.665,-3.532,-10.167,21.869,15.433,-16.962,-17.435,-23.988,-23.596,7.748,28.15,11.986,-21.477,5.556,-17.572,12.32,-16.674,-8.192,13.661,10.229,-4.734,-23.262,-2.933,-4.754,4.377,4.818,-8.708,18.719,-6.841,-19.519,7.453,5.296,-19.021,29.594,-15.854,-8.506,-11.532,-12.748,-70.02,23.397,14.513,27.572,-29.949,-17.007,20.137,15.644,28.249,-1.935,19.79,8.051,25.46,-19.041,8.454,-9.175,-29.873,7.491,13.721,11.895,20.942,-22.484,0.58,D-2
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14.1,0,1,0,0,1,0,1,0,0,25.87,-2.925,15.928,11.798,-24.468,-23.794,-2.34,-5.866,22.623,16.878,22.259,-27.617,-3.469,-1.425,-2.032,-6.546,13.124,-12.881,27.593,-12.032,15.715,5.908,-28.877,24.515,-4.023,-18.26,22.386,-12.839,26.931,-6.585,-15.919,20.301,28.391,0.012,-29.008,-1.844,0.759,-6.694,6.382,-22.759,17.119,-10.264,-15.932,-23.445,-6.221,-9.786,-12.829,-6.562,14.619,-9.876,11.825,-10.981,-9.486,-15.573,-8.042,-10.84,-22.49,-6.666,27.496,-29.036,15.662,10.264,-24.813,26.184,-23.343,-20.892,-15.607,-15.022,-24.188,22.032,-1.264,24.862,-25.746,-5.61,24.182,2.44,9.73,-10.939,-29.516,-23.771,13.352,29.687,26.651,-0.187,-29.469,-23.962,29.746,-16.498,3.018,14.095,-5.581,16.823,22.536,6.727,0.93,-29.664,23.21,24.042,2.245,9.844,-19.526,5.835,-8.391,-12.142,-5.254,3.435,-4.184,-29.718,24.607,13.675,12.876,19.818,0.535,-11.753,-16.642,-3.053,26.562,-13.974,25.816,17.285,-23.788,7.085,-0.937,-9.799,-27.733,7.685,-9.156,1.294,19.971,-27.969,7.18,-3.36,-29.151,12.749,29.173,-18.162,6.526,11.41,-22.278,-2.652,17.665,-3.532,-10.167,21.869,15.433,-16.962,-17.435,-23.988,-23.596,7.748,28.15,11.986,-21.477,5.556,-17.572,12.32,-16.674,-8.192,13.661,10.229,-4.734,-23.262,-2.933,-4.754,4.377,4.818,-8.708,18.719,-6.841,-19.519,7.453,5.296,-19.021,29.594,-15.854,-8.506,-11.532,-12.748,-70.02,23.397,14.513,27.572,-29.949,-17.007,20.137,15.644,28.249,-1.935,19.79,8.051,25.46,-19.041,8.454,-9.175,-29.873,7.491,13.721,11.895,20.942,-22.484,906,D-1
PCBM,ZnO,MAPbI3,one-step,spin,no,DMF,PEDOT:PSS,0,2015,14.2,0,1,0,0,1,0,1,0,0,-3.288,-27.293,0.788,8.963,20.057,-22.937,12.907,27.628,19.29,-24.17,-29.941,-20.02,-25.046,21.393,-1.428,-22.147,-3.352,-19.031,-12.689,8.856,2.758,-13.21,24.451,-20.38,-24.649,24.03,-23.391,-18.357,-14.814,-24.348,-15.618,-12.879,19.126,-26.863,-21.182,-17.826,-28.716,-1.319,-19.756,-14.348,-7.337,18.091,-5.198,19.087,25.181,-21.785,-25.843,1.648,5.625,-19.039,12.193,29.891,-14.514,-25.215,-20.845,25.725,17.307,12.724,-20.236,23.208,-9.034,20.047,16.578,23.047,-20.342,15.847,-27.861,-4.309,-11.229,-7.914,8.889,-5.861,19.954,27.515,12.563,-9.909,28.83,-10.214,19.284,22.656,-29.877,9.652,-21.265,21.055,-20.024,-17.162,1.476,-12.617,-12.709,-13.733,-0.05,25.382,1.73,12.288,10.977,19.972,3.105,17.666,-9.759,-14.112,-26.359,-2.123,28.779,22.569,-5.946,20.59,-1.812,-25.576,-6.268,-6.387,-12.413,-10.049,5.533,-28.032,19.5,28.423,4.994,-27.517,-12.114,-9.835,-21.584,20.561,11.525,22.764,-4.747,10.864,13.731,3.498,-4.414,-0.191,13.112,12.972,14.596,-7.434,-21.568,28.499,-24.756,-24.848,28.517,-2.76,-7.67,-10.507,27.993,3.379,2.734,16.188,5.525,3.366,7.571,-1.387,6.698,29.169,-14.262,22.787,16.05,-4.088,-20.306,25.816,10.506,23.581,-15.263,-15.085,22.931,18.899,-20.058,-1.341,25.037,-0.009,21.427,-21.552,10.791,-26.323,11.797,10.889,-18.229,-25.519,-13.763,24.759,-79.613,-28.352,-10.588,0.006,-15.784,26.295,-11.104,-25.642,-18.759,-28.309,-12.27,-8.54,6.556,-8.586,19.909,3.444,25.074,-8.589,-0.732,-19.93,14.609,10.415,702,D-1
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14.3,0,1,0,0,1,0,1,0,0,-8.593,-7.886,-19.543,1.41,-0.144,-15.277,17.185,23.488,23.142,-2.65,10.685,26.123,1.243,21.196,-25.064,-28.037,-27.879,19.29,-4.64,27.699,-24.18,-13.731,3.788,26.891,-23.886,13.98,9.578,-22.817,28.18,3.365,-38.891,-6.506,9.147,-23.282,23.85,-22.413,29.725,-26.061,29.484,-10.042,-12.326,-11.693,-24.568,-4.933,18.103,19.199,-1.851,-1.838,-20.361,29.003,23.625,22.624,-22.711,19.107,-14.752,26.519,0.563,10.301,16.968,-23.799,9.82,13.653,4.067,-9.513,-15.712,14.59,17.013,28.757,-27.571,16.399,-24.973,-28.385,12.934,-16.652,6.002,16.466,-26.94,8.424,-25.623,-15.833,-22.888,1.771,-19.111,-10.953,-2.763,-3.998,0.466,-26.265,-27.64,10.832,29.526,-24.504,-17.959,18.892,3.712,-19.055,-12.625,-20.641,21.988,24.713,12.537,-5.869,-9.352,-27.935,-20.135,18.869,19.683,-1.932,25.452,9.755,-3.359,-27.376,-0.631,-28.369,2.792,21.192,-23.493,4.045,15.749,5.613,-17.466,28.007,-28.663,-15.194,-29.183,-0.572,15.956,16.918,-28.53,26.535,15.067,-14.179,21.871,22.706,-7.916,27.151,-7.714,3.756,9.454,18.54,-19.262,23.972,-12.281,-15.922,27.576,-9.421,29.088,-4.15,17.536,-28.701,-24.543,-15.929,-6.241,13.663,4.936,20.579,-17.461,-22.175,-3.452,-13.478,16.793,28.386,22.685,-2.879,-25.329,23.36,-4.101,-18.7,-12.997,-14.914,-23.444,-21.628,-24.339,10.448,-16.683,27.516,-29.605,19.937,-43.654,13.693,-22.429,-28.128,9.574,25.751,-12.979,-18.895,-13.49,21.722,14.901,3.684,-13.27,-17.199,10.027,18.029,-8.818,29.363,0.978,-19.112,-4.499,28.504,1.47,D-2
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14.3,0,1,0,0,1,0,1,0,0,-8.593,-7.886,-19.543,1.41,-0.144,-15.277,17.185,23.488,23.142,-2.65,10.685,26.123,1.243,21.196,-25.064,-28.037,-27.879,19.29,-4.64,27.699,-24.18,-13.731,3.788,26.891,-23.886,13.98,9.578,-22.817,28.18,3.365,-38.891,-6.506,9.147,-23.282,23.85,-22.413,29.725,-26.061,29.484,-10.042,-12.326,-11.693,-24.568,-4.933,18.103,19.199,-1.851,-1.838,-20.361,29.003,23.625,22.624,-22.711,19.107,-14.752,26.519,0.563,10.301,16.968,-23.799,9.82,13.653,4.067,-9.513,-15.712,14.59,17.013,28.757,-27.571,16.399,-24.973,-28.385,12.934,-16.652,6.002,16.466,-26.94,8.424,-25.623,-15.833,-22.888,1.771,-19.111,-10.953,-2.763,-3.998,0.466,-26.265,-27.64,10.832,29.526,-24.504,-17.959,18.892,3.712,-19.055,-12.625,-20.641,21.988,24.713,12.537,-5.869,-9.352,-27.935,-20.135,18.869,19.683,-1.932,25.452,9.755,-3.359,-27.376,-0.631,-28.369,2.792,21.192,-23.493,4.045,15.749,5.613,-17.466,28.007,-28.663,-15.194,-29.183,-0.572,15.956,16.918,-28.53,26.535,15.067,-14.179,21.871,22.706,-7.916,27.151,-7.714,3.756,9.454,18.54,-19.262,23.972,-12.281,-15.922,27.576,-9.421,29.088,-4.15,17.536,-28.701,-24.543,-15.929,-6.241,13.663,4.936,20.579,-17.461,-22.175,-3.452,-13.478,16.793,28.386,22.685,-2.879,-25.329,23.36,-4.101,-18.7,-12.997,-14.914,-23.444,-21.628,-24.339,10.448,-16.683,27.516,-29.605,19.937,-43.654,13.693,-22.429,-28.128,9.574,25.751,-12.979,-18.895,-13.49,21.722,14.901,3.684,-13.27,-17.199,10.027,18.029,-8.818,29.363,0.978,-19.112,-4.499,28.504,0.58,D-2
TiO2,0,MAPbI3,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2015,14.3,0,1,0,0,1,0,1,0,0,-8.593,-7.886,-19.543,1.41,-0.144,-15.277,17.185,23.488,23.142,-2.65,10.685,26.123,1.243,21.196,-25.064,-28.037,-27.879,19.29,-4.64,27.699,-24.18,-13.731,3.788,26.891,-23.886,13.98,9.578,-22.817,28.18,3.365,-38.891,-6.506,9.147,-23.282,23.85,-22.413,29.725,-26.061,29.484,-10.042,-12.326,-11.693,-24.568,-4.933,18.103,19.199,-1.851,-1.838,-20.361,29.003,23.625,22.624,-22.711,19.107,-14.752,26.519,0.563,10.301,16.968,-23.799,9.82,13.653,4.067,-9.513,-15.712,14.59,17.013,28.757,-27.571,16.399,-24.973,-28.385,12.934,-16.652,6.002,16.466,-26.94,8.424,-25.623,-15.833,-22.888,1.771,-19.111,-10.953,-2.763,-3.998,0.466,-26.265,-27.64,10.832,29.526,-24.504,-17.959,18.892,3.712,-19.055,-12.625,-20.641,21.988,24.713,12.537,-5.869,-9.352,-27.935,-20.135,18.869,19.683,-1.932,25.452,9.755,-3.359,-27.376,-0.631,-28.369,2.792,21.192,-23.493,4.045,15.749,5.613,-17.466,28.007,-28.663,-15.194,-29.183,-0.572,15.956,16.918,-28.53,26.535,15.067,-14.179,21.871,22.706,-7.916,27.151,-7.714,3.756,9.454,18.54,-19.262,23.972,-12.281,-15.922,27.576,-9.421,29.088,-4.15,17.536,-28.701,-24.543,-15.929,-6.241,13.663,4.936,20.579,-17.461,-22.175,-3.452,-13.478,16.793,28.386,22.685,-2.879,-25.329,23.36,-4.101,-18.7,-12.997,-14.914,-23.444,-21.628,-24.339,10.448,-16.683,27.516,-29.605,19.937,-43.654,13.693,-22.429,-28.128,9.574,25.751,-12.979,-18.895,-13.49,21.722,14.901,3.684,-13.27,-17.199,10.027,18.029,-8.818,29.363,0.978,-19.112,-4.499,28.504,906,D-1
